agency_id,route_id,route_long_name,route_short_name,route_type
DIMTS,506,136UP,,3
DIMTS,10570,825STLUP2,,3
DIMTS,10571,RL-79ADOWN,,3
DIMTS,625,745DOWN,,3
DIMTS,971,103LSTLDOWN,,3
DIMTS,10109,433DOWN,,3
DIMTS,2057,237UP,,3
DIMTS,176,979ADOWN,,3
DIMTS,10572,188STLUP,,3
DIMTS,10573,917LSTLDOWN,,3
DIMTS,1005,988UP,,3
DIMTS,10574,546STLUP,,3
DIMTS,50,722UP,,3
DIMTS,638,RL-77UP,,3
DIMTS,1865,740EXTDOWN,,3
DIMTS,746,807ADOWN,,3
DIMTS,10575,824LSTLDOWN2,,3
DIMTS,1742,708DOWN,,3
DIMTS,1391,405ADOWN,,3
DIMTS,10112,RL-77BUP,,3
DIMTS,1744,213UP,,3
DIMTS,10576,ML96STLUP,,3
DIMTS,10577,874ADOWN3,,3
DIMTS,1674,112UP,,3
DIMTS,775,336ADOWN,,3
DIMTS,1590,112AUP,,3
DIMTS,2068,628LSTLDOWN,,3
DIMTS,2082,946STLDOWN,,3
DIMTS,269,929UP,,3
DIMTS,1010,546UP,,3
DIMTS,10114,991UP,,3
DIMTS,10578,919DWN,,3
DIMTS,90,623EXTUP,,3
DIMTS,10579,874AUP3,,3
DIMTS,1770,174BSTLDOWN,,3
DIMTS,526,836EDOWN,,3
DIMTS,1652,872STLUP,,3
DIMTS,793,871UP,,3
DIMTS,1564,834UP,,3
DIMTS,10580,784ADOWN,,3
DIMTS,10115,544UP,,3
DIMTS,562,993UP,,3
DIMTS,1020,311AUP,,3
DIMTS,1098,829DOWN,,3
DIMTS,1675,125EXTUP,,3
DIMTS,10116,GL-91ADOWN,,3
DIMTS,1722,990ECLDOWN,,3
DIMTS,10581,131STLUP2,,3
DIMTS,819,890DOWN,,3
DIMTS,1009,109DOWN,,3
DIMTS,1657,836UP,,3
DIMTS,1344,523AUP,,3
DIMTS,286,717ADOWN,,3
DIMTS,284,981AUP,,3
DIMTS,668,307DOWN,,3
DIMTS,1223,317DOWN,,3
DIMTS,1569,836LNKSTLUP,,3
DIMTS,10118,375DOWN,,3
DIMTS,1427,307LSTLUP,,3
DIMTS,10119,448DOWN,,3
DIMTS,10120,GL-91UP,,3
DIMTS,1407,165ADOWN,,3
DIMTS,10121,RL-75UP,,3
DIMTS,1238,88AUP,,3
DIMTS,1043,850LTDDOWN,,3
DIMTS,490,539ADOWN,,3
DIMTS,2005,923DOWN,,3
DIMTS,435,254UP,,3
DIMTS,599,578EUP,,3
DIMTS,1110,893AUP,,3
DIMTS,1785,833ADOWN,,3
DIMTS,10582,828STLUP2,,3
DIMTS,10583,879STLUP,,3
DIMTS,2074,741UP,,3
DIMTS,1327,390UP,,3
DIMTS,1949,405DOWN,,3
DIMTS,1158,126DOWN,,3
DIMTS,1789,405UP,,3
DIMTS,861,112ADOWN,,3
DIMTS,1225,113ADOWN,,3
DIMTS,1448,136DOWN,,3
DIMTS,1370,773DOWN,,3
DIMTS,2052,763DOWN,,3
DIMTS,1555,806DOWN,,3
DIMTS,1142,518UP,,3
DIMTS,1689,816DOWN,,3
DIMTS,1188,270UP,,3
DIMTS,2098,728ADOWN,,3
DIMTS,1602,816BDOWN,,3
DIMTS,10584,825STLDOWN2,,3
DIMTS,1714,801LNKSTLDOWN,,3
DIMTS,2059,171UP,,3
DIMTS,155,391DOWN,,3
DIMTS,635,227AUP,,3
DIMTS,210,114BUP,,3
DIMTS,1760,109UP,,3
DIMTS,10585,850BUP,,3
DIMTS,608,AIR-06UP,,3
DIMTS,10586,957BDOWN,,3
DIMTS,1506,258STLDOWN,,3
DIMTS,2095,874DOWN,,3
DIMTS,10122,DW-3DOWN,,3
DIMTS,178,711DOWN,,3
DIMTS,341,743LSTLDOWN,,3
DIMTS,962,701DOWN,,3
DIMTS,2091,114CDOWN,,3
DIMTS,1630,144DOWN,,3
DIMTS,10587,568AUP,,3
DIMTS,2147,153STLDOWN,,3
DIMTS,998,781UP,,3
DIMTS,10588,215DWN,,3
DIMTS,10589,104LSTLUP,,3
DIMTS,841,232DOWN,,3
DIMTS,10123,DW-4AUP,,3
DIMTS,750,939STLUP,,3
DIMTS,10124,DW-5UP,,3
DIMTS,10590,131ADOWN2,,3
DIMTS,160,85UP,,3
DIMTS,951,822DOWN,,3
DIMTS,10591,182EDOWN,,3
DIMTS,714,937ADOWN,,3
DIMTS,10592,878STLDOWN2,,3
DIMTS,10593,116AUP,,3
DIMTS,10594,567ASTLUP2,,3
DIMTS,772,274DOWN,,3
DIMTS,955,891STLUP,,3
DIMTS,65,174LSTLUP,,3
DIMTS,1798,724AUP,,3
DIMTS,2149,874UP,,3
DIMTS,10595,708DWN,,3
DIMTS,10596,998STLUP2,,3
DIMTS,10597,356STLUP2,,3
DIMTS,1038,112DOWN,,3
DIMTS,1329,102DOWN,,3
DIMTS,10598,108AUP,,3
DIMTS,705,236EDOWN,,3
DIMTS,10126,991DOWN,,3
DIMTS,598,728AUP,,3
DIMTS,927,981DOWN,,3
DIMTS,1901,725DOWN,,3
DIMTS,10599,172BDOWN,,3
DIMTS,10127,DW-4ADOWN,,3
DIMTS,10600,934STLDOWN2,,3
DIMTS,319,727UP,,3
DIMTS,710,824LINKSTLUP,,3
DIMTS,2026,919STLDOWN,,3
DIMTS,461,540STLUP,,3
DIMTS,10128,RL-77EXTUP,,3
DIMTS,12,849UP,,3
DIMTS,1807,940AUP,,3
DIMTS,996,923AUP,,3
DIMTS,10130,954UP,,3
DIMTS,697,850DOWN,,3
DIMTS,343,253UP,,3
DIMTS,954,778DOWN,,3
DIMTS,1017,893ADOWN,,3
DIMTS,505,828UP,,3
DIMTS,1272,703UP,,3
DIMTS,10601,824LSTLUP2,,3
DIMTS,1834,890UP,,3
DIMTS,10602,73AUP,,3
DIMTS,1263,763AUP,,3
DIMTS,10603,724ADOWN2,,3
DIMTS,10604,MC127DOWN,,3
DIMTS,2087,232UP,,3
DIMTS,1122,148STLDOWN,,3
DIMTS,10605,MC137DOWN,,3
DIMTS,10606,998ASTLDOWN2,,3
DIMTS,243,133UP,,3
DIMTS,661,801ADOWN,,3
DIMTS,1600,194DOWN,,3
DIMTS,10131,908UP,,3
DIMTS,1710,917DOWN,,3
DIMTS,10607,891LSTLUP,,3
DIMTS,2117,719STLUP,,3
DIMTS,10608,783ADOWN2,,3
DIMTS,10609,356STLUP3,,3
DIMTS,1501,940ADOWN,,3
DIMTS,798,623UP,,3
DIMTS,10610,AIR-06DWN,,3
DIMTS,1720,AIRPORTEXP08STLDOWN,,3
DIMTS,10611,979LNKSTLUP,,3
DIMTS,1747,567UP,,3
DIMTS,1739,836578LTDUP,,3
DIMTS,10612,794STLDOWN2,,3
DIMTS,512,239DOWN,,3
DIMTS,885,807AUP,,3
DIMTS,10613,992ASTLUP,,3
DIMTS,1713,850UP,,3
DIMTS,10614,141STLUP2,,3
DIMTS,1340,836LNKSTLDOWN,,3
DIMTS,1452,724ADOWN,,3
DIMTS,834,981LNKSTLDOWN,,3
DIMTS,2142,988DOWN,,3
DIMTS,820,179DOWN,,3
DIMTS,870,743BDOWN,,3
DIMTS,10615,219LSTLDOWN,,3
DIMTS,1655,998DOWN,,3
DIMTS,206,103LSTLUP,,3
DIMTS,10616,RL-79AUP,,3
DIMTS,721,149UP,,3
DIMTS,10617,921AEXTUP,,3
DIMTS,2143,956LSTLDOWN,,3
DIMTS,414,511AUP,,3
DIMTS,767,817UP,,3
DIMTS,744,849DOWN,,3
DIMTS,850,859DOWN,,3
DIMTS,1743,784UP,,3
DIMTS,742,310UP,,3
DIMTS,10618,RL-75ADOWN,,3
DIMTS,10619,901STLUP,,3
DIMTS,465,892UP,,3
DIMTS,10620,ML96UP,,3
DIMTS,1472,207STLDOWN,,3
DIMTS,884,764MVLSTLUP,,3
DIMTS,1646,701UP,,3
DIMTS,381,131UP,,3
DIMTS,1420,972UP,,3
DIMTS,98,174UP,,3
DIMTS,10141,DW-2LSTLUP,,3
DIMTS,879,85AEXTDOWN,,3
DIMTS,1106,772ASTLUP,,3
DIMTS,1349,992STLUP,,3
DIMTS,1475,892DOWN,,3
DIMTS,10621,RL-75AUP,,3
DIMTS,10143,DW-1DOWN,,3
DIMTS,10622,989AUP,,3
DIMTS,1128,185LSTLUP,,3
DIMTS,10623,149BUP,,3
DIMTS,229,725UP,,3
DIMTS,730,128STLUP,,3
DIMTS,10624,942ADOWN2,,3
DIMTS,1752,129STLUP,,3
DIMTS,10625,191STLUP2,,3
DIMTS,10626,781DOWN2,,3
DIMTS,1952,849STLDOWN,,3
DIMTS,10627,992STLDWN,,3
DIMTS,1200,33LINKSTLUP,,3
DIMTS,1488,539UP,,3
DIMTS,1063,136LSTLUP,,3
DIMTS,377,956UP,,3
DIMTS,1066,156DOWN,,3
DIMTS,647,913UP,,3
DIMTS,1571,883BLTDDOWN,,3
DIMTS,1028,114ADOWN,,3
DIMTS,639,703DOWN,,3
DIMTS,390,261LNKSTLUP,,3
DIMTS,1996,761DOWN,,3
DIMTS,1347,540ACLDOWN,,3
DIMTS,1373,128UP,,3
DIMTS,2080,539AUP,,3
DIMTS,10145,605UP,,3
DIMTS,2112,172STLDOWN,,3
DIMTS,1219,434STLUP,,3
DIMTS,127,73LNKSTLUP,,3
DIMTS,1073,307STLUP,,3
DIMTS,1403,161STLUP,,3
DIMTS,10628,SECRETARIATCIRCULARSERVICE,,3
DIMTS,10629,RL-75STLDOWN,,3
DIMTS,823,790AUP,,3
DIMTS,472,334UP,,3
DIMTS,183,419UP,,3
DIMTS,2051,114CSTLUP,,3
DIMTS,405,772ASTLDOWN,,3
DIMTS,48,205LSTLDOWN,,3
DIMTS,1265,917UP,,3
DIMTS,10630,MC715UP,,3
DIMTS,10631,954STLUP,,3
DIMTS,10632,770ASTLUP2,,3
DIMTS,10633,102ASTLUP,,3
DIMTS,1297,784DOWN,,3
DIMTS,1041,208LNKSTLUP,,3
DIMTS,1424,539BDOWN,,3
DIMTS,172,858DOWN,,3
DIMTS,156,861ADOWN,,3
DIMTS,529,578UP,,3
DIMTS,10634,824STLUP2,,3
DIMTS,1852,109STLDOWN,,3
DIMTS,1045,989DOWN,,3
DIMTS,10635,567BDOWN2,,3
DIMTS,320,567BSTLUP,,3
DIMTS,10636,136ADOWN,,3
DIMTS,887,147LSTLUP,,3
DIMTS,10637,741STLDWN,,3
DIMTS,816,775EDOWN,,3
DIMTS,78,728LNKSTLUP,,3
DIMTS,1914,137ADOWN,,3
DIMTS,10638,938BSTLDOWN,,3
DIMTS,597,764UP,,3
DIMTS,1670,721UP,,3
DIMTS,655,260STLDOWN,,3
DIMTS,1725,523DOWN,,3
DIMTS,458,119LSTLDOWN,,3
DIMTS,10639,588LSTLDOWN,,3
DIMTS,326,147LSTLDOWN,,3
DIMTS,171,872UP,,3
DIMTS,1851,828ADOWN,,3
DIMTS,235,886STLUP,,3
DIMTS,1262,944STLDOWN,,3
DIMTS,1776,307LNKSTLDOWN,,3
DIMTS,768,962LSTLUP,,3
DIMTS,121,883DOWN,,3
DIMTS,312,523ADOWN,,3
DIMTS,580,953LSTLDOWN,,3
DIMTS,10153,375UP,,3
DIMTS,554,893DOWN,,3
DIMTS,10154,522ADOWN,,3
DIMTS,1228,850STLDOWN,,3
DIMTS,10640,885EUP,,3
DIMTS,651,942DOWN,,3
DIMTS,1168,129LSTLUP,,3
DIMTS,10641,MC341UP,,3
DIMTS,54,992UP,,3
DIMTS,321,901CLUP,,3
DIMTS,1832,194UP,,3
DIMTS,219,926STLDOWN,,3
DIMTS,10155,169UP,,3
DIMTS,10156,490DOWN,,3
DIMTS,2054,743BUP,,3
DIMTS,10642,567AUP2,,3
DIMTS,1786,359DOWN,,3
DIMTS,745,221DOWN,,3
DIMTS,10643,887AUP,,3
DIMTS,258,274AUP,,3
DIMTS,9,943LSTLUP,,3
DIMTS,989,172LSTLUP,,3
DIMTS,837,227ASTLDOWN,,3
DIMTS,783,817LNKSTLUP,,3
DIMTS,207,792AUP,,3
DIMTS,1895,780UP,,3
DIMTS,1944,712DOWN,,3
DIMTS,1554,353STLUP,,3
DIMTS,10644,715STLDOWN2,,3
DIMTS,175,147DOWN,,3
DIMTS,10157,DW-4UP,,3
DIMTS,10645,939LSTLUP,,3
DIMTS,1844,114CUP,,3
DIMTS,10646,863DOWN2,,3
DIMTS,10647,108ADOWN,,3
DIMTS,10648,724AUP2,,3
DIMTS,2006,108UP,,3
DIMTS,350,109ADOWN,,3
DIMTS,348,826LINKSTLDOWN,,3
DIMTS,1367,135UP,,3
DIMTS,10649,PMS-CENTRALSECRETARIAT,,3
DIMTS,10650,281STLUP,,3
DIMTS,1092,729BDOWN,,3
DIMTS,1307,740UP,,3
DIMTS,656,391UP,,3
DIMTS,1818,135DOWN,,3
DIMTS,2,819STLDOWN,,3
DIMTS,10651,188STLDOWN,,3
DIMTS,1166,253DOWN,,3
DIMTS,709,137UP,,3
DIMTS,1594,165AUP,,3
DIMTS,1754,172UP,,3
DIMTS,1049,473CLUP,,3
DIMTS,1584,236UP,,3
DIMTS,37,103DOWN,,3
DIMTS,10160,GL-91AUP,,3
DIMTS,1750,836578LTDDOWN,,3
DIMTS,387,113DOWN,,3
DIMTS,1466,522CLDOWN,,3
DIMTS,1040,989UP,,3
DIMTS,673,148STLUP,,3
DIMTS,1434,567BSTLDOWN,,3
DIMTS,10652,934STLUP3,,3
DIMTS,10653,829STLUP2,,3
DIMTS,10161,921EXTDOWN,,3
DIMTS,10163,47AUP,,3
DIMTS,369,193STLUP,,3
DIMTS,1934,833AUP,,3
DIMTS,489,745STLDOWN,,3
DIMTS,1639,929DOWN,,3
DIMTS,1160,981STLDOWN,,3
DIMTS,1888,RL-77DOWN,,3
DIMTS,32,724DOWN,,3
DIMTS,1607,980DOWN,,3
DIMTS,669,161DOWN,,3
DIMTS,1261,171DOWN,,3
DIMTS,460,307LSTLDOWN,,3
DIMTS,897,207DOWN,,3
DIMTS,336,949UP,,3
DIMTS,1651,217DOWN,,3
DIMTS,379,706ADOWN,,3
DIMTS,416,114AUP,,3
DIMTS,10654,741DWN,,3
DIMTS,2046,835UP,,3
DIMTS,1470,219STLUP,,3
DIMTS,1137,540ACLUP,,3
DIMTS,10166,39UP,,3
DIMTS,2108,876STLDOWN,,3
DIMTS,10655,942AUP2,,3
DIMTS,1121,981LNKSTLUP,,3
DIMTS,10167,GL-91DOWN,,3
DIMTS,161,567DOWN,,3
DIMTS,10656,310STLUP,,3
DIMTS,1687,966AUP,,3
DIMTS,537,770ADOWN,,3
DIMTS,903,340DOWN,,3
DIMTS,10657,136LNKSTLUP,,3
DIMTS,1143,505DOWN,,3
DIMTS,10168,RL-77EXTDOWN,,3
DIMTS,10658,114CSTLDWN,,3
DIMTS,126,113UP,,3
DIMTS,1825,102ADOWN,,3
DIMTS,10659,801LINKSTLUP,,3
DIMTS,1973,156UP,,3
DIMTS,10660,794AUP2,,3
DIMTS,10661,807BDOWN,,3
DIMTS,10662,MC127UP,,3
DIMTS,817,883EXTDOWN,,3
DIMTS,1941,125EXTDOWN,,3
DIMTS,10663,546STLDOWN,,3
DIMTS,611,307STLDOWN,,3
DIMTS,592,281DOWN,,3
DIMTS,10664,RL-77EXTSTLUP,,3
DIMTS,1314,728EUP,,3
DIMTS,1847,73LNKSTLDOWN,,3
DTC,10169,248UP,,3
DTC,10170,248DOWN,,3
DTC,10171,AIR-08UP,,3
DTC,10172,AIR-08DOWN,,3
DTC,10173,729BUP,,3
DTC,10174,114SPLDOWN,,3
DTC,10175,202DOWN,,3
DTC,10176,03DOWN,,3
DTC,10177,703DOWN,,3
DTC,10178,53UP,,3
DTC,10179,621AUP,,3
DTC,10180,EXPRESS-611BDOWN,,3
DTC,10181,BADARPURBORDERTOGURGAONUP,,3
DTC,10182,745ADOWN,,3
DTC,10183,206AUP,,3
DTC,10184,NDRLYSTGNO-2TOBAHADURGARHUP,,3
DTC,10185,907UP,,3
DTC,10186,364DOWN,,3
DTC,10187,529UP,,3
DTC,10188,830EXTUP,,3
DTC,10189,144ADOWN,,3
DTC,10190,142UP,,3
DTC,10191,206ADOWN,,3
DTC,10192,EXPRESS-764BUP,,3
DTC,10193,905DOWN,,3
DTC,10194,121UP,,3
DTC,10195,164DOWN,,3
DTC,10196,267UP,,3
DTC,10197,233DOWN,,3
DTC,10198,991STLUP,,3
DTC,10199,352UP,,3
DTC,10200,61UP,,3
DTC,10201,233STLDOWN,,3
DTC,10202,DW-5DOWN,,3
DTC,10203,931DOWN,,3
DTC,10204,911UP,,3
DTC,10205,114BSPLDOWN,,3
DTC,10206,EXPRESS-764BDOWN,,3
DTC,10207,203DOWN,,3
DTC,10208,DW-1UP,,3
DTC,10209,702DOWN,,3
DTC,10210,351DOWN,,3
DTC,10211,548STLUP,,3
DTC,10212,126UP,,3
DTC,10213,449DOWN,,3
DTC,10214,DW-1DOWN,,3
DTC,10215,145UP,,3
DTC,10216,203UP,,3
DTC,10217,718STLDOWN,,3
DTC,10218,932UP,,3
DTC,10219,840UP,,3
DTC,10220,61DOWN,,3
DTC,10221,821SPLUP,,3
DTC,10222,480UP,,3
DTC,10223,480DOWN,,3
DTC,10224,S-1UP,,3
DTC,10225,232DOWN,,3
DTC,10226,544AUP,,3
DTC,10227,129UP,,3
DTC,10228,804DOWN,,3
DTC,10229,418AUP,,3
DTC,10230,930DOWN,,3
DTC,10231,DW-4DOWN,,3
DTC,10232,S-1DOWN,,3
DTC,10233,703UP,,3
DTC,10234,166SPLDOWN,,3
DTC,10235,EXPRESS-764ADOWN,,3
DTC,10236,950UP,,3
DTC,10237,BAHADURGARHTONDRLYSTGNO-2DOWN,,3
DTC,10238,865UP,,3
DTC,10239,NARELATERMINALTOBAHADURGARHUP,,3
DTC,10240,120EUP,,3
DTC,10241,GURGAONTOBADARPURBORDERDOWN,,3
DTC,10242,352DOWN,,3
DTC,10243,783DOWN,,3
DTC,10244,83DOWN,,3
DTC,10245,202UP,,3
DTC,10246,830EXTDOWN,,3
DTC,10247,950DOWN,,3
DTC,10248,53DOWN,,3
DTC,10249,0543A(NS)DOWN,,3
DTC,10250,610SPLDOWN,,3
DTC,10251,544ADOWN,,3
DTC,10252,UTTAMNAGAR(T)TOGURGAONUP,,3
DTC,10253,974UP,,3
DTC,10254,518DOWN,,3
DTC,10255,962SPLDOWN,,3
DTC,10256,873UP,,3
DTC,10257,907DOWN,,3
DTC,10258,134DOWN,,3
DTC,10259,197UP,,3
DTC,10260,702UP,,3
DTC,10261,615AUP,,3
DTC,10262,GURGAONTOUTTAMNAGAR(T)DOWN,,3
DTC,10263,925UP,,3
DTC,10264,336ADOWN,,3
DTC,10265,567ASPLDOWN,,3
DTC,10266,922UP,,3
DTC,10267,267DOWN,,3
DTC,10268,EXPRESS-442AUP,,3
DTC,10269,114BSPLUP,,3
DTC,10270,353DOWN,,3
DTC,10271,865DOWN,,3
DTC,10272,442ADOWN,,3
DTC,10273,DW-3DOWN,,3
DTC,10274,906UP,,3
DTC,10275,940STLDOWN,,3
DTC,10276,973UP,,3
DTC,10277,962SPLUP,,3
DTC,10278,03UP,,3
DTC,10279,183DOWN,,3
DTC,10280,992UP,,3
DTC,10281,442AUP,,3
DTC,10282,356DOWN,,3
DTC,10283,318DOWN,,3
DTC,10284,906DOWN,,3
DTC,10285,167UP,,3
DTC,10286,615ADOWN,,3
DTC,10287,353UP,,3
DTC,10288,129DOWN,,3
DTC,10289,167DOWN,,3
DTC,10290,971STLUP,,3
DTC,10291,932DOWN,,3
DTC,10292,92DOWN,,3
DTC,10293,336AUP,,3
DTC,10294,792DOWN,,3
DTC,10295,934AUP,,3
DTC,10296,931UP,,3
DTC,10297,821SPLDOWN,,3
DTC,10298,804UP,,3
DTC,10299,716UP,,3
DTC,10300,449UP,,3
DTC,10301,183UP,,3
DTC,10302,114SPLUP,,3
DTC,10303,356UP,,3
DTC,10304,610SPLUP,,3
DTC,10305,940STLUP,,3
DTC,10306,117UP,,3
DTC,10307,364UP,,3
DTC,10308,922DOWN,,3
DTC,10309,208DOWN,,3
DTC,10310,39STLDOWN,,3
DTC,10311,232UP,,3
DTC,10312,971STLDOWN,,3
DTC,10313,934ADOWN,,3
DTC,10314,39STLUP,,3
DTC,10315,144AUP,,3
DTC,10316,445AUP,,3
DTC,10317,AIRPORTEXP-4UP,,3
DTC,10318,92UP,,3
DTC,10319,134UP,,3
DTC,10320,793DOWN,,3
DTC,10321,548STLDOWN,,3
DTC,10322,723UP,,3
DTC,10323,208UP,,3
DTC,10324,745AUP,,3
DTC,10325,546DOWN,,3
DTC,10326,197DOWN,,3
DTC,10327,840DOWN,,3
DTC,10328,974DOWN,,3
DTC,10329,147DOWN,,3
DTC,10330,EXPRESS-442CUP,,3
DTC,10331,121DOWN,,3
DTC,10332,BAHADURGARHTOKARAMPURATERMINALDOWN,,3
DTC,10333,718STLUP,,3
DTC,10334,158UP,,3
DTC,10335,351UP,,3
DTC,10336,546UP,,3
DTC,10337,772UP,,3
DTC,10338,83UP,,3
DTC,10339,316UP,,3
DTC,10340,793UP,,3
DTC,10341,968UP,,3
DTC,10342,567ASPLUP,,3
DTC,10343,DW-5UP,,3
DTC,10344,142DOWN,,3
DTC,10345,EXPRESS-764AUP,,3
DTC,10346,518UP,,3
DTC,10347,772DOWN,,3
DTC,10348,120EDOWN,,3
DTC,10349,522ASPLDOWN,,3
DTC,10350,905UP,,3
DTC,10351,621ADOWN,,3
DTC,10352,241DOWN,,3
DTC,10353,233STLUP,,3
DTC,10354,158DOWN,,3
DTC,10355,925DOWN,,3
DTC,10356,318UP,,3
DTC,10357,GURGAONTOKAROLBAGHDOWN,,3
DTC,10358,522ASPLUP,,3
DTC,10359,911DOWN,,3
DTC,10360,GURGAONTOANANDVIHARISBTDOWN,,3
DTC,10361,792UP,,3
DTC,10362,605SPLDOWN,,3
DTC,10363,DW-4UP,,3
DTC,10364,316DOWN,,3
DTC,10365,418ADOWN,,3
DTC,10366,164UP,,3
DTC,10367,723DOWN,,3
DTC,10368,ANANDVIHARISBTTOGURGAONUP,,3
DTC,10369,EXPRESS-611BUP,,3
DTC,10370,241UP,,3
DTC,10371,AIRPORTEXP-4DOWN,,3
DTC,10372,147UP,,3
DTC,10373,117DOWN,,3
DTC,10374,930UP,,3
DTC,10375,145DOWN,,3
DTC,10376,DW-3UP,,3
DTC,10377,KARAMPURATERMINALTOBAHADURGARHUP,,3
DTC,10378,BAHADURGARHTONARELATERMINALDOWN,,3
DTC,10379,445ADOWN,,3
DTC,10380,873DOWN,,3
DTC,10381,991STLDOWN,,3
DTC,10382,973DOWN,,3
DTC,10383,716DOWN,,3
DTC,10384,233UP,,3
DTC,10385,126DOWN,,3
DTC,10665,208AUP,,3
DTC,10666,244DOWN,,3
DTC,10667,243UP,,3
DTC,10668,243DOWN,,3
DTC,5000,8UP,,3
DTC,5001,8AUP,,3
DTC,5002,17UP,,3
DTC,5003,19UP,,3
DTC,5004,19AUP,,3
DTC,5005,19BUP,,3
DTC,5006,26UP,,3
DTC,5007,33UP,,3
DTC,5008,33AUP,,3
DTC,5009,33CUP,,3
DTC,5010,34UP,,3
DTC,5011,34AUP,,3
DTC,5012,39UP,,3
DTC,5013,39AUP,,3
DTC,5014,47AUP,,3
DTC,5015,73UP,,3
DTC,5016,78UP,,3
DTC,5017,82UP,,3
DTC,5018,85UP,,3
DTC,5019,85EXTUP,,3
DTC,5020,88UP,,3
DTC,5021,89UP,,3
DTC,5022,100EXTUP,,3
DTC,5023,100AUP,,3
DTC,5024,103UP,,3
DTC,5025,103STLUP,,3
DTC,5026,105UP,,3
DTC,5027,106UP,,3
DTC,5028,106AUP,,3
DTC,5029,107UP,,3
DTC,5030,108UP,,3
DTC,5031,109UP,,3
DTC,5032,112UP,,3
DTC,5033,113UP,,3
DTC,5034,113EXTUP,,3
DTC,5035,114UP,,3
DTC,5036,114AUP,,3
DTC,5037,114BUP,,3
DTC,5038,114EXTUP,,3
DTC,5039,115UP,,3
DTC,5040,116UP,,3
DTC,5041,116BUP,,3
DTC,5042,118EXTUP,,3
DTC,5043,119UP,,3
DTC,5044,120UP,,3
DTC,5045,120BUP,,3
DTC,5046,124UP,,3
DTC,5047,125UP,,3
DTC,5048,127UP,,3
DTC,5049,128UP,,3
DTC,5050,130UP,,3
DTC,5051,131UP,,3
DTC,5052,133UP,,3
DTC,5053,135UP,,3
DTC,5054,136UP,,3
DTC,5055,137UP,,3
DTC,5056,138UP,,3
DTC,5057,140UP,,3
DTC,5058,144UP,,3
DTC,5059,146UP,,3
DTC,5060,148UP,,3
DTC,5061,149UP,,3
DTC,5062,154UP,,3
DTC,5063,157UP,,3
DTC,5064,159UP,,3
DTC,5065,160UP,,3
DTC,5066,162UP,,3
DTC,5067,163UP,,3
DTC,5068,165UP,,3
DTC,5069,165AUP,,3
DTC,5070,166UP,,3
DTC,5071,169UP,,3
DTC,5072,171UP,,3
DTC,5073,172UP,,3
DTC,5074,173UP,,3
DTC,5075,174UP,,3
DTC,5076,174STLUP,,3
DTC,5077,175UP,,3
DTC,5078,178UP,,3
DTC,5079,179UP,,3
DTC,5080,181UP,,3
DTC,5081,181AUP,,3
DTC,5082,182AUP,,3
DTC,5083,184UP,,3
DTC,5084,185UP,,3
DTC,5085,188UP,,3
DTC,5086,191UP,,3
DTC,5087,192UP,,3
DTC,5088,193UP,,3
DTC,5089,194UP,,3
DTC,5090,199UP,,3
DTC,5091,205UP,,3
DTC,5092,210UP,,3
DTC,5093,211UP,,3
DTC,5094,211AUP,,3
DTC,5095,211BUP,,3
DTC,5096,212UP,,3
DTC,5097,213UP,,3
DTC,5098,213AUP,,3
DTC,5099,214UP,,3
DTC,5100,218UP,,3
DTC,5101,219UP,,3
DTC,5102,219STLUP,,3
DTC,5103,221UP,,3
DTC,5104,227UP,,3
DTC,5105,227AUP,,3
DTC,5106,231UP,,3
DTC,5107,234UP,,3
DTC,5108,234AUP,,3
DTC,5109,235UP,,3
DTC,5110,236UP,,3
DTC,5111,236EXTUP,,3
DTC,5112,246UP,,3
DTC,5113,247UP,,3
DTC,5114,253UP,,3
DTC,5115,254UP,,3
DTC,5116,255UP,,3
DTC,5117,258UP,,3
DTC,5118,258SPLUP,,3
DTC,5119,259UP,,3
DTC,5120,261UP,,3
DTC,5121,270UP,,3
DTC,5122,271UP,,3
DTC,5123,273UP,,3
DTC,5124,274UP,,3
DTC,5125,281UP,,3
DTC,5126,306UP,,3
DTC,5127,307UP,,3
DTC,5128,307AUP,,3
DTC,5129,309UP,,3
DTC,5130,310UP,,3
DTC,5131,313UP,,3
DTC,5132,317UP,,3
DTC,5133,319UP,,3
DTC,5134,319AUP,,3
DTC,5135,323UP,,3
DTC,5136,333UP,,3
DTC,5137,335UP,,3
DTC,5138,336UP,,3
DTC,5139,340UP,,3
DTC,5140,341UP,,3
DTC,5141,344UP,,3
DTC,5142,347UP,,3
DTC,5143,347AUP,,3
DTC,5144,348UP,,3
DTC,5145,349UP,,3
DTC,5146,349AUP,,3
DTC,5147,355UP,,3
DTC,5148,357AUP,,3
DTC,5149,374UP,,3
DTC,5150,375UP,,3
DTC,5151,378UP,,3
DTC,5152,390UP,,3
DTC,5153,391UP,,3
DTC,5154,392UP,,3
DTC,5155,392BUP,,3
DTC,5156,398UP,,3
DTC,5157,400UP,,3
DTC,5158,402UP,,3
DTC,5159,403UP,,3
DTC,5160,405UP,,3
DTC,5161,405AUP,,3
DTC,5162,408UP,,3
DTC,5163,410UP,,3
DTC,5164,411UP,,3
DTC,5165,413UP,,3
DTC,5166,419UP,,3
DTC,5167,423UP,,3
DTC,5168,425UP,,3
DTC,5169,427UP,,3
DTC,5170,427AUP,,3
DTC,5171,429UP,,3
DTC,5172,433UP,,3
